tweetText,stance_israel,authorUsername
"Hersh Goldberg-Polin was one of many believed to be taken to Gaza by Hamas terrorists from the festival in Israel on October 7th. During the attack, his arm was blown off by a grenade. He applied his own makeshift tourniquet, according to witnesses. No further updates on the…",1,@SenatorRicketts
"As Co-Chairs of the House Bipartisan Task Force for Combating Antisemitism, we are horrified by Hamas’ brutal terrorist attacks in Israel. We unequivocally condemn Hamas and stand strong with our ally Israel.

Read our full statement: https://manning.house.gov/media/press-releases/house-bipartisan-task-force-combating-antisemitism-co-chairs-condemn-hamas…",1,@RepTedLieu
"We’re not going to have peace in the Middle East until Hamas is obliterated.
 
There's no middle ground on this issue.",1,@SenJohnKennedy
Its despicable history of antisemitism is why I've long called to end U.S. funding of UNRWA. Allegations its staff played a role in attacking and kidnapping Israelis take this to a horrifying new level. This organization should never receive another penny of U.S. funding.,1,@SenatorTimScott
The last four days have been important and productive to allow the release of hostages and aid to flow into Gaza. I reiterate my call for a permanent bilateral ceasefire and a return of all hostages taken by Hamas.,-1,@chelliepingree
"The truce between Israel and Hamas led to a significant number of hostages released and the entry of much-needed humanitarian aid into Gaza.

Now, Israel cannot continue their indiscriminate bombing that has led to 15k innocent Palestinian deaths. We need an indefinite ceasefire.",-1,@RepJayapal
"Returned to Ohio from Washington D.C. on Thursday…headed straight to the East Palestine Street Fair. This is the first large event the village has hosted since the train derailment in February. Cleanup is ongoing, and things are not yet ""back to normal,"" but gatherings like last…",0,@RepBillJohnson
Americans agree: Hamas must be removed from power in Gaza.,1,@AIPAC
The U.S. must support Israel so that they can eradicate Hamas. Terrorists should be shown no mercy.,1,@RepAshleyHinson
"#TelAviv right now: In the largest protest since Oct. 7,  thousands of Israelis back on the streets calling for the immediate ousting of #Neranyahu, a hostage release-ceasefire deal, and new elections.  #Gaza",-1,@Yonatan_Touval
"As 2024 gets underway, I looked back at some of my highlights from last year:

Voted to secure the border & make energy more affordable
Introduced bills to improve health care access for rural Ohioans
Proudly supported Israel

Read my 2023 recap",1,@RepBalderson
"The blatant anti-Semitism following the horrific terrorist attacks on Israel is disturbing.

Whether it's “Squad” Members in Congress, Hamas sympathizers in NYC, or student groups on Ivy League campuses – we should all disavow disgusting efforts to apologize for Hamas.",1,@RepAshleyHinson
"I led a letter to Sec. Blinken & Sec. Mayorkas urging the admin to establish a lawful pathway for Jewish individuals seeking temporary refuge in the US.
 
We must stand strong on our foundational principles by providing unwavering support to Jewish communities across the world.",1,@Congressman_JVD
"So, last week, I led another letter with the same senators demanding the Biden administration put the Houthis on the terrorist list again. 
 
We’re still waiting for a response.",1,@SenDanSullivan
Hundreds of thousands of children are facing starvation. Stop this war right now – no more money for Netanyahu’s government.,-1,@SenSanders
"I welcome President Biden’s unequivocal commitment tonight to Ukraine and Israel.

We cannot let tyrants and terrorists win. ",1,@NormaJTorres
"American diplomacy should be pushing for a humanitarian pause in Gaza and seeking every possible plan to minimize civilian harm, without compromising Israel’s mission to rescue hostages and root out terrorists.",1,@RepCarbajal
The Biden administration has been undermining Israel behind-the-scenes for months.,-1,@RepMarkGreen
"@JDVance1
 SLAMS Norfolk Southern for withholding key information from officials after East Palestine train derailment

“This town very well may have been poisoned to facilitate the rapid movement of freight…That should really concern every single person on this committee.”",0,@SenVancePress
"The U.S. shouldn't send another dollar to Gaza until every American hostage is back on our soil.

This is what 'America Last' leadership looks like.",-1,@SenatorBraun
"It was a privilege to be in Israel with 
@SpeakerMcCarthy
 and a bipartisan group of colleagues to celebrate Israel’s 75th Anniversary. The United States is grateful for our unbreakable relationship that has made both of our countries safer and stronger.",1,@CongressmanKean
"We stand together in remembrance of thousands of innocent lives that were tragically taken in the 9/11 terrorist attacks 22 years ago. We honor those lost, their loved ones, the survivors, and the heroes who helped save lives that day. #NeverForget",0,@RepRobinKelly
"REPORTER: ""Can you give us an update when it comes to East Palestine? The president has said that he would go. He has not yet.""

KARINE JEAN-PIERRE: ""The president intends to go.""",0,@townhallcom
Hamas raped young girls & slaughtered babies because their explicit & self-proclaimed goal is to kill or drive every Jew out of the region & replace Israel with an Islamic fundamentalist Palestinian state (not just in Gaza or the West Bank) stretching from the Mediterranean to…,1,@marcorubio
"I'm closely monitoring the ongoing situation in Israel.

U.S. Citizens visiting Israel or with family in the region who need federal assistance should contact the 
@usembassyjlm
 by calling 1-833-890-9595 or 1-606-641-013 or by visiting 
https://cacms.state.gov/s/crisis-intake",0,@DorisMatsui
"There is no justification for Hamas’ barbaric terrorist attacks on civilians and the taking of hostages.

The United States stands with the Israeli people as they defend themselves.",1,@NormaJTorres
Wishing all our Jewish friends across #IN02 an easy and meaningful fast on this Yom Kippur.,0,@RepRudyYakym
"On the 22nd anniversary of the 9/11 terrorist attacks, we honor and remember those Americans who lost their lives and the first responders who answered the call. We continue to pray for the victims and their families. #NeverForget",0,@SenatorRounds
"Israel has every right to finish this war ... Hamas terrorists are horrifically brutal and have been targeting women, children, and other innocent civilians in their campaign to destroy Israel.",1,@yhn
"Today, we remember and honor our Jewish brothers and sisters who were murdered at Tree of Life - Or L’Simcha, five years ago. This was the deadliest act of anti-Semitic violence in our country’s history. Let’s continue to fight against all forms of hatred. May their memories be a…",0,@RepTroyCarter
"Young Jewish Americans are currently being harassed, threatened, assaulted, and many say they fear for their safety — even their very lives — on some of our nation’s college campuses that are teeming with antisemitism. It’s been sad and disgusting to watch…we’ve all seen it.
But…",1,@RepBillJohnson
"I introduced the bipartisan RAIL Act to improve rail safety and ensure no community in our nation suffers like East Palestine has, but House Republican leadership has not taken up this commonsense legislation. Congress still must act.",0,@RepEmiliaSykes
"I'm disappointed, but not surprised, that Speaker Mike Johnson is using his first action to divide rather than unite. Instead of passing bipartisan aid for Israel, Speaker Johnson is attaching divisive policies to what should be a simple aid package.",-1,@RepMikeLevin
"This morning, I voted to pass a bill to deliver critical support to our partners in Ukraine, Taiwan, and Israel, and essential humanitarian aid to innocent Palestinians.
 
America must stand by our allies and defend democracy. It’s time we send this bill to the President’s desk.",1,@SenCortezMasto
"Let's take a step back, and remember the common ground that will help lead us to peace:

The death of any innocent civilian is a tragedy.

Diplomacy should be central to our nation's response to the war between Israel and Hamas.

There is no place for hate in America.",0,@RepCarbajal
"Of course that's what he wants.

Trump wants to keep a broken immigration system, our stock market to crash, and claims that a terrorist attack on our country  is ""100% certain.""

It's on par with Trump's brand of xenophobia and fear-mongering to whip up his base.",0,@RepEscobar
