Name,Party,State,Birth_Year,Children_Count,Race,Gender,V1,V2,V3,V4,AIPAC,CongressDistrict,PVI,JewishPop,AIPAC_norm,Age_2024,CD_CODE,V1_pro-Israel,V1_pro-Palestine,V2_pro-Israel,V2_pro-Palestine,V3_pro-Israel,V3_pro-Palestine,V4_pro-Israel,V4_pro-Palestine,CD_ID,Own_Israel_V1,Own_Palestine_V1,Neighbor_Israel_V1,Neighbor_Palestine_V1,Region_Israel_V1,Region_Palestine_V1,Own_Israel_V2,Own_Palestine_V2,Neighbor_Israel_V2,Neighbor_Palestine_V2,Region_Israel_V2,Region_Palestine_V2,Own_Israel_V3,Own_Palestine_V3,Neighbor_Israel_V3,Neighbor_Palestine_V3,Region_Israel_V3,Region_Palestine_V3,Own_Israel_V4,Own_Palestine_V4,Neighbor_Israel_V4,Neighbor_Palestine_V4,Region_Israel_V4,Region_Palestine_V4,CD_Total_Students,CD_Men,CD_Women,CD_White,CD_Black,CD_Hispanic,CD_Asian,CD_NativeAm,CD_Pacific,CD_Multi,CD_Intl,Neighbor_Students,Stance_UpTo_V1,Stance_UpTo_V2,Stance_UpTo_V3,Average_Stance_Israel
Lloyd Smucker,Rep,Pennsylvania,1964,3,White,Male,1,1,1,1,78418,PA-11,0.1342,0.008,-0.3816547649184574,60,PA-11,1,1,1,6,1,19,2,29,PA-11,1,1,6,6,7,7,1,6,8,31,9,37,1,19,15,62,16,81,2,29,16,91,18,120,18108,7510,10598,12199,2047,1796,551,39,26,537,450,194742,NA,NA,NA,NA
Summer Lee,Dem,Pennsylvania,1987,0,Black,Female,0,0,0,0,72626,PA-12,-0.0785,0.042,-0.4034156513591172,37,PA-12,6,10,10,36,12,47,14,69,PA-12,6,10,1,0,7,10,10,36,1,1,11,37,12,47,1,2,13,49,14,69,1,2,15,71,82658,35683,46975,44374,6899,4820,8894,101,45,3300,10535,46715,NA,-1,-0.3333333333333333,-0.3333333333333333
John Joyce,Rep,Pennsylvania,1957,3,White,Male,1,1,1,1,400,PA-13,0.2512,0.004,-0.6747730035799557,67,PA-13,0,1,0,9,0,20,0,31,PA-13,0,1,5,9,5,10,0,9,7,33,7,42,0,20,14,63,14,83,0,31,16,93,16,124,25531,10808,14723,18409,1519,1406,482,53,19,644,734,259364,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666
Guy Reschenthaler,Rep,Pennsylvania,1983,0,White,Male,1,1,1,1,236819,PA-14,0.1807,0.004,0.2134671572305338,41,PA-14,0,0,0,1,0,1,0,1,PA-14,0,0,9,18,9,18,0,1,13,63,13,64,0,1,15,92,15,93,0,1,17,130,17,131,33364,12990,20374,25026,2470,1426,487,106,33,1165,616,356777,NA,-0.5,0,0
Glenn Thompson,Rep,Pennsylvania,1959,3,White,Male,1,1,1,1,19650,PA-15,0.2079,0.003,-0.6024496154613953,65,PA-15,2,4,2,8,2,11,2,13,PA-15,2,4,1,2,3,6,2,8,1,13,3,21,2,11,2,35,4,46,2,13,2,56,4,69,73077,37353,35724,44738,3757,6653,4740,95,58,2707,8227,146613,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Mike Kelly,Rep,Pennsylvania,1948,4,White,Male,1,1,1,1,111650,PA-16,0.1271,0.006,-0.2568001761415225,76,PA-16,0,1,0,2,0,2,0,2,PA-16,0,1,6,9,6,10,0,2,6,16,6,18,0,2,7,31,7,33,0,2,8,45,8,47,32765,14971,17794,24007,1635,1422,1679,43,56,1128,1745,225609,0.3,0.1875,0.1666666666666667,0.1666666666666667
Chris Deluzio,Dem,Pennsylvania,1984,4,White,Male,0,0,1,0,262072,PA-17,-0.0037,0.016,0.3083441712647159,40,PA-17,1,0,1,0,1,1,1,1,PA-17,1,0,7,16,8,16,1,0,11,50,12,50,1,1,13,65,14,66,1,1,15,90,16,91,13351,6143,7208,8146,1458,402,244,37,16,474,853,284802,0,0,0,0
Jenniffer González-Colón,Rep,Puerto Rico,1976,2,Hispanic,Female,NA,NA,NA,NA,NA,PR-NA,NA,NA,NA,48,PR-NA,0,0,0,0,0,0,0,0,PR-NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143
Gabe Amo,Dem,Rhode Island,1987,0,Black,Male,NA,0,1,0,100563,RI-01,-0.1239,0.019,-0.2984546906386902,37,RI-01,1,0,1,2,1,2,1,2,RI-01,1,0,11,17,12,17,1,2,15,112,16,114,1,2,30,250,31,252,1,2,43,366,44,368,33883,14653,19230,15765,2778,4912,3208,97,27,1443,3781,176857,NA,NA,NA,NA
David Cicilline,Dem,Rhode Island,1961,0,Jewish,Male,NA,NA,NA,NA,136850,RI-01,-0.1239,0.019,-0.1621222862408616,63,RI-01,1,0,1,2,1,2,1,2,RI-01,1,0,11,17,12,17,1,2,15,112,16,114,1,2,30,250,31,252,1,2,43,366,44,368,33883,14653,19230,15765,2778,4912,3208,97,27,1443,3781,176857,NA,NA,NA,NA
Seth Magaziner,Dem,Rhode Island,1983,2,Jewish,Male,0,0,1,0,90626,RI-02,-0.0424,0.015,-0.3357885871443595,41,RI-02,4,6,6,40,9,70,12,96,RI-02,4,6,17,12,21,18,6,40,18,44,24,84,9,70,32,112,41,182,12,96,37,165,49,261,43605,17080,26525,26127,3550,6780,1260,111,31,1764,1964,143405,0,0.5,0.3333333333333333,0.3333333333333333
Nancy Mace,Rep,South Carolina,1977,2,White,Female,1,1,1,1,130307,SC-01,0.0724,0.014,-0.186704724082926,47,SC-01,1,0,1,1,1,1,1,1,SC-01,1,0,7,5,8,5,1,1,8,17,9,18,1,1,9,22,10,23,1,1,9,26,10,27,4821,1574,3247,2455,1163,819,54,21,14,212,44,125799,NA,NA,0,0
Joe Wilson,Rep,South Carolina,1947,4,White,Male,1,1,1,1,322700,SC-02,0.0827,0.005,0.5361271517765122,77,SC-02,0,0,0,0,0,0,0,0,SC-02,0,0,8,5,8,5,0,0,10,18,10,18,0,0,11,23,11,23,0,0,12,32,12,32,16478,5836,10642,7365,5548,1591,297,46,19,934,81,223742,NA,NA,NA,NA
Jeff Duncan,Rep,South Carolina,1966,3,White,Male,1,1,1,1,52950,SC-03,0.2115,0.002,-0.4773395466640935,58,SC-03,0,0,1,0,1,0,2,4,SC-03,0,0,4,4,4,4,1,0,5,26,6,26,1,0,5,35,6,35,2,4,11,59,13,63,54622,24059,30563,37376,6556,4057,1068,149,77,1877,1897,247126,1,1,1,1
William Timmons,Rep,South Carolina,1984,0,White,Male,1,1,1,1,76655,SC-04,0.1222,0.006,-0.3882784601523806,40,SC-04,1,0,1,4,1,6,1,10,SC-04,1,0,0,1,1,1,1,4,1,10,2,14,1,6,1,16,2,22,1,10,6,32,7,42,38747,14733,24014,21859,7763,4338,919,93,43,1596,721,110942,0.75,0.8,0.8,0.8
Ralph Norman,Rep,South Carolina,1953,4,White,Male,1,0,0,1,10400,SC-05,0.1153,0.004,-0.6372024123495348,71,SC-05,0,0,0,0,0,0,0,0,SC-05,0,0,9,8,9,8,0,0,12,37,12,37,0,0,13,66,13,66,0,0,19,115,19,115,20571,8002,12569,10901,5592,1785,373,67,22,1074,305,353007,0.6363636363636364,0.6111111111111112,0.6111111111111112,0.6111111111111112
Jim Clyburn,Dem,South Carolina,1940,3,Black,Male,0,0,1,0,206800,SC-06,-0.1433,0.01,0.1006839994159331,84,SC-06,7,5,8,16,9,21,9,25,SC-06,7,5,4,1,11,6,8,16,4,5,12,21,9,21,4,5,13,26,9,25,5,7,14,32,95116,36843,58273,54267,22051,6162,3495,219,97,3826,2549,168915,NA,NA,NA,NA
Russell Fry,Rep,South Carolina,1985,1,White,Male,1,1,1,1,55532,SC-07,0.1148,0.007,-0.4676388200083988,39,SC-07,0,0,0,1,0,1,0,1,SC-07,0,0,8,6,8,6,0,1,10,22,10,23,0,1,11,27,11,28,0,1,11,32,11,33,30683,11417,19266,18291,7175,1967,448,159,27,1252,309,235516,NA,NA,NA,NA
Dusty Johnson,Rep,South Dakota,1976,3,White,Male,1,1,1,1,41396,SD-AL,0.1605,0.001,-0.5207486077717219,48,SD-00,2,1,2,5,2,5,2,5,SD-AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diana Harshbarger,Rep,Tennessee,1960,0,White,Female,1,1,1,1,25334,TN-01,0.3006,0.001,-0.5810944914060241,64,TN-01,0,0,0,0,0,0,0,0,TN-01,0,0,2,4,2,4,0,0,2,20,2,20,0,0,2,41,2,41,0,0,11,72,11,72,34339,14320,20019,26004,1682,1992,568,97,22,1045,799,243207,1,0.7272727272727273,0.6666666666666666,0.6666666666666666
Tim Burchett,Rep,Tennessee,1964,1,White,Male,1,1,0,1,23361,TN-02,0.1782,0.005,-0.5885071690557862,60,TN-02,0,0,0,2,0,4,4,10,TN-02,0,0,2,4,2,4,0,2,2,19,2,21,0,4,2,40,2,44,4,10,7,62,11,72,70062,27864,42198,49027,7338,4252,2389,224,90,3072,2183,262859,0.5454545454545454,0.4736842105263158,0.5416666666666666,0.5416666666666666
Chuck Fleischmann,Rep,Tennessee,1962,3,White,Male,1,1,1,1,38450,TN-03,0.188,0.004,-0.5318169039482039,62,TN-03,2,1,2,5,2,7,2,8,TN-03,2,1,0,1,2,2,2,5,0,12,2,17,2,7,0,20,2,27,2,8,9,41,11,49,43414,16478,26936,27835,5863,3803,1157,151,53,2002,806,220820,NA,NA,1,1
Scott DesJarlais,Rep,Tennessee,1964,3,White,Male,1,1,0,1,28900,TN-04,0.2177,0.001,-0.5676968185732559,60,TN-04,0,0,0,0,0,0,1,3,TN-04,0,0,7,6,7,6,0,0,9,20,9,20,0,0,17,64,17,64,1,3,18,80,19,83,34625,15885,18740,22393,3872,3417,1135,82,23,1388,930,200623,NA,NA,NA,NA
Andy Ogles,Rep,Tennessee,1971,3,White,Male,1,1,1,1,25858,TN-05,0.08560000000000001,0.01,-0.57912579242555,53,TN-05,0,0,0,0,0,0,0,0,TN-05,0,0,5,4,5,4,0,0,7,14,7,14,0,0,15,52,15,52,0,0,17,70,17,70,17202,6942,10260,11331,1597,1580,471,41,15,716,828,117952,0.7777777777777778,0.6875,0.6,0.6
John Rose,Rep,Tennessee,1965,3,White,Male,1,1,1,1,53288,TN-06,0.173,0.002,-0.4760696606805053,59,TN-06,0,0,0,0,0,0,0,0,TN-06,0,0,7,5,7,5,0,0,9,23,9,23,0,0,17,65,17,65,0,0,23,90,23,90,24300,12021,12279,17712,1994,1911,425,59,26,976,388,321049,NA,1,1,1
Mark Green,Rep,Tennessee,1964,2,White,Male,1,1,1,NA,228719,TN-07,0.1005,0.003,0.1830349783338928,60,TN-07,5,4,7,14,15,52,16,67,TN-07,5,4,0,1,5,5,7,14,0,3,7,17,15,52,0,7,15,59,16,67,1,10,17,77,59027,23492,35535,26916,15245,5822,3012,157,102,2842,2850,216564,1,0.7142857142857143,0.3333333333333333,0.3333333333333333
David Kustoff,Rep,Tennessee,1966,2,Jewish,Male,1,1,1,1,217178,TN-08,0.2123,0.01,0.139674758994864,58,TN-08,0,0,0,0,0,0,0,0,TN-08,0,0,8,8,8,8,0,0,11,29,11,29,0,0,28,67,28,67,0,0,32,84,32,84,31496,13466,18030,19605,6716,1619,332,70,22,1330,207,280697,0.9444444444444444,0.88,0.8571428571428571,0.8571428571428571
Steve Cohen,Dem,Tennessee,1949,0,Jewish,Male,0,0,1,0,97880,TN-09,-0.2239,0.003,-0.3085348802658121,75,TN-09,2,3,3,9,12,9,14,9,TN-09,2,3,1,1,3,4,3,9,1,3,4,12,12,9,1,3,13,12,14,9,2,4,16,13,41582,16389,25193,14146,17054,3832,1889,92,31,1458,2328,112241,NA,-0.3333333333333333,0.2222222222222222,0.2222222222222222
Nathaniel Moran,Rep,Texas,1974,4,White,Male,1,1,1,1,58400,TX-01,0.2553,0.001,-0.4568635744435141,50,TX-01,0,0,0,0,0,0,0,0,TX-01,0,0,1,0,1,0,0,0,3,2,3,2,0,0,3,5,3,5,0,0,3,14,3,14,48784,19191,29593,22051,8445,11767,990,292,45,1845,854,228536,0.5714285714285714,0.625,0.6666666666666666,0.6666666666666666
Dan Crenshaw,Rep,Texas,1984,1,White,Male,1,1,1,1,233395,TX-02,0.1484,0.007,0.2006029867932377,40,TX-02,0,0,0,0,0,0,0,0,TX-02,0,0,5,13,5,13,0,0,8,46,8,46,0,0,15,91,15,91,0,0,25,147,25,147,73645,30901,42744,17474,9843,31298,5885,157,40,2841,2647,137829,NA,0.6666666666666666,0.75,0.75
Keith Self,Rep,Texas,1953,0,White,Male,1,1,1,1,29467,TX-03,0.1092,0.008,-0.565566566050491,71,TX-03,0,0,0,2,0,3,0,4,TX-03,0,0,0,1,0,1,0,2,0,3,0,5,0,3,0,10,0,13,0,4,2,17,2,21,52880,23115,29765,20195,7558,11952,5804,248,54,2553,3149,55484,0.75,0.5294117647058824,0.3043478260869565,0.3043478260869565
Pat Fallon,Rep,Texas,1967,2,White,Male,1,1,1,1,27461,TX-04,0.1639,0.013,-0.5731032266513135,57,TX-04,0,0,0,0,0,0,0,0,TX-04,0,0,0,3,0,3,0,0,0,8,0,8,0,0,2,17,2,17,0,0,4,26,4,26,10374,4017,6357,5836,1042,2495,304,256,26,260,66,277243,NA,0,0,0
Lance Gooden,Rep,Texas,1982,2,White,Male,1,1,1,1,41650,TX-05,0.1424,0.003,-0.5197943147544692,42,TX-05,0,0,0,1,0,4,0,4,TX-05,0,0,4,9,4,9,0,1,7,26,7,27,0,4,13,41,13,45,0,4,17,55,17,59,7675,3042,4633,3090,1574,2023,109,59,12,185,143,250643,0,0.3333333333333333,0.25,0.25
Jake Ellzey,Rep,Texas,1970,2,White,Male,1,1,1,1,132082,TX-06,0.1512,0.004,-0.1800359441395263,54,TX-06,1,0,1,0,1,0,1,0,TX-06,1,0,4,10,5,10,2,1,7,34,9,35,2,1,13,51,15,52,2,1,15,68,17,69,15380,6327,9053,7310,1841,4322,333,122,43,557,200,323493,NA,NA,NA,NA
Lizzie Fletcher,Dem,Texas,1975,0,White,Female,0,0,1,0,200102,TX-07,-0.1329,0.022,0.07551921740979713,49,TX-07,0,0,0,0,0,0,0,0,TX-07,0,0,5,13,5,13,0,0,8,47,8,47,0,0,15,93,15,93,0,0,25,144,25,144,68325,29811,38514,9191,14852,24589,7827,115,47,1702,7268,112601,NA,NA,0,0
Morgan Luttrell,Rep,Texas,1975,2,White,Male,1,1,1,1,49225,TX-08,0.1644,0.001,-0.4913345918974253,49,TX-08,0,0,0,0,0,0,0,0,TX-08,0,0,2,2,2,2,0,0,2,4,2,4,0,0,2,5,2,5,0,0,2,20,2,20,96,90,6,38,6,48,1,0,1,1,1,318821,NA,0.7272727272727273,0.6923076923076923,0.6923076923076923
Al Green,Dem,Texas,1947,0,Black,Male,0,0,NA,0,25750,TX-09,-0.2568,0.016,-0.5795315548108385,77,TX-09,0,0,0,0,0,0,0,0,TX-09,0,0,5,13,5,13,0,0,8,47,8,47,0,0,15,93,15,93,0,0,25,144,25,144,15474,5686,9788,3278,3418,3875,1929,31,12,400,1602,168023,-0.75,-0.8333333333333334,-0.8888888888888888,-0.8888888888888888
Michael McCaul,Rep,Texas,1962,5,White,Male,1,1,1,1,873716,TX-10,0.1259,0.01,2.606326841518676,62,TX-10,2,2,2,3,2,3,2,5,TX-10,2,2,8,9,10,11,2,3,9,46,11,49,2,3,10,80,12,83,2,5,15,121,17,126,106519,53482,53037,48832,11961,23497,10444,325,45,3731,5850,318561,NA,NA,NA,NA
August Pfluger,Rep,Texas,1977,3,White,Male,1,1,1,1,116955,TX-11,0.2283,0.002,-0.2368689774937841,47,TX-11,0,0,0,0,0,0,0,0,TX-11,0,0,1,2,1,2,0,0,1,7,1,7,0,0,1,11,1,11,0,0,1,24,1,24,36111,14970,21141,12038,2477,17833,663,123,60,714,927,192609,0.6470588235294118,0.7435897435897436,0.6744186046511628,0.6744186046511628
Kay Granger,Rep,Texas,1943,3,White,Female,1,1,1,1,399288,TX-12,0.1226,0.007,0.8238727958920602,81,TX-12,0,0,1,6,1,7,1,7,TX-12,0,0,1,2,1,2,0,0,2,13,2,13,0,0,2,17,2,17,0,0,2,27,2,27,67577,26836,40741,24463,9199,21341,4233,230,92,2716,1333,108109,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
Ronny Jackson,Rep,Texas,1967,3,White,Male,1,1,1,1,122788,TX-13,0.2605,0.001,-0.2149540516290795,57,TX-13,0,2,1,6,3,10,3,11,TX-13,0,2,0,6,0,8,1,6,1,33,2,39,3,10,3,56,6,66,3,11,4,80,7,91,92162,34639,57523,33048,11041,27714,5516,401,74,3199,8747,310945,0.5,0.625,0.6111111111111112,0.6111111111111112
Randy Weber,Rep,Texas,1953,3,White,Male,1,1,1,1,65062,TX-14,0.1652,0.005,-0.4318340465658076,71,TX-14,0,0,0,0,0,7,0,7,TX-14,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,3,0,10,0,7,0,16,0,23,46691,17802,28889,16845,10117,13119,2024,217,36,801,1465,105696,NA,0,0,0
Monica De La Cruz,Rep,Texas,1974,2,Hispanic,Female,1,1,1,1,113815,TX-15,0.0136,0.001,-0.2486661431401363,50,TX-15,1,2,1,3,1,3,1,3,TX-15,1,2,1,4,2,6,1,3,1,17,2,20,1,3,1,27,2,30,1,3,2,41,3,44,65581,27654,37927,2275,631,60175,694,47,14,214,871,166490,0.6666666666666666,0.7647058823529411,0.7777777777777778,0.7777777777777778
Veronica Escobar,Dem,Texas,1969,2,Hispanic,Female,0,0,1,0,37514,TX-16,-0.1706,0.006,-0.5353335112873713,55,TX-16,1,2,2,3,2,5,2,6,TX-16,1,2,0,0,1,2,2,3,0,1,2,4,2,5,0,3,2,8,2,6,0,5,2,11,55610,23711,31899,2906,1198,45570,618,131,76,341,1641,50695,NA,0,-0.2,-0.2
Pete Sessions,Rep,Texas,1955,2,White,Male,NA,1,1,1,99977,TX-17,0.1432,0.003,-0.3006563272847928,69,TX-17,0,0,0,0,0,0,0,0,TX-17,0,0,4,2,4,2,0,0,5,4,5,4,0,0,5,4,5,4,0,0,5,16,5,16,77870,32641,45229,36045,9138,22587,2794,424,103,2473,1474,238091,0.5,0.2857142857142857,0.375,0.375
Sheila Jackson Lee,Dem,Texas,1950,2,Black,Female,NA,NA,1,NA,47900,TX-18,-0.2316,0.006,-0.4963126952354561,74,TX-18,5,13,8,46,15,91,25,138,TX-18,5,13,0,0,5,13,8,46,0,0,8,46,15,91,0,0,15,91,25,138,0,0,25,138,85133,35611,49522,12239,20256,29685,12083,135,87,2365,5487,161251,0.5,0.2857142857142857,0.1,0.1
Erica Lee Carter,Dem,Texas,1980,2,Black,Male,1,1,1,NA,0,TX-18,-0.2316,0.006,-0.6762758272291726,44,TX-18,5,13,8,46,15,91,25,138,TX-18,5,13,0,0,5,13,8,46,0,0,8,46,15,91,0,0,15,91,25,138,0,0,25,138,85133,35611,49522,12239,20256,29685,12083,135,87,2365,5487,161251,NA,NA,NA,NA
Jodey Arrington,Rep,Texas,1972,3,White,Male,1,1,1,1,50058,TX-19,0.2592,0.001,-0.4882049616479313,52,TX-19,0,0,0,1,0,2,0,4,TX-19,0,0,0,6,0,6,0,1,2,36,2,37,0,2,4,62,4,64,0,4,4,85,4,89,75531,33128,42403,35381,5490,24118,2508,427,141,2349,3591,286713,0.25,0.2352941176470588,0.25,0.25
Joaquin Castro,Dem,Texas,1974,3,Hispanic,Male,0,0,0,0,24412,TX-20,-0.1488,0.005,-0.5845584999174689,50,TX-20,0,0,0,0,0,0,0,0,TX-20,0,0,1,4,1,4,0,0,1,14,1,14,0,0,1,20,1,20,0,0,1,22,1,22,86503,36679,49824,15854,6153,53127,4018,179,156,2866,1433,141061,-0.6363636363636364,-0.696969696969697,-0.7115384615384616,-0.7115384615384616
Chip Roy,Rep,Texas,1972,2,White,Male,1,0,0,1,44479,TX-21,0.1316,0.013,-0.5091655944953831,52,TX-21,0,0,0,0,0,0,0,0,TX-21,0,0,10,11,10,11,0,0,11,45,11,45,0,0,12,74,12,74,0,0,16,101,16,101,9300,3374,5926,2164,709,4884,494,28,21,281,371,433413,1,1,1,1
Troy Nehls,Rep,Texas,1968,3,White,Male,1,1,0,1,16600,TX-22,0.1105,0.008,-0.6139086457866737,56,TX-22,0,0,0,1,0,2,0,6,TX-22,0,0,2,2,2,2,0,1,2,6,2,7,0,2,2,17,2,19,0,6,3,40,3,46,11376,4751,6625,3136,1679,4904,1290,51,11,67,60,323638,NA,NA,-1,-1
Tony Gonzales,Rep,Texas,1980,6,Hispanic,Male,1,1,1,1,384544,TX-23,0.0527,0.006,0.7684787161819275,44,TX-23,0,0,0,0,0,0,0,0,TX-23,0,0,2,2,2,2,0,0,3,5,3,5,0,0,3,10,3,10,0,0,3,15,3,15,18294,7688,10606,2863,775,13536,171,105,20,328,147,344302,NA,NA,1,1
Beth Van Duyne,Rep,Texas,1970,2,White,Female,1,1,1,1,114707,TX-24,0.0981,0.035,-0.2453148464023827,54,TX-24,1,0,1,1,1,1,1,1,TX-24,1,0,3,9,4,9,1,1,6,29,7,30,1,1,12,44,13,45,1,1,16,57,17,58,15016,7900,7116,7095,1486,3001,1047,59,12,743,1129,212930,NA,1,1,1
Roger Williams,Rep,Texas,1949,2,White,Male,1,1,1,1,40241,TX-25,0.1866,0.005,-0.5250880110588355,75,TX-25,0,2,0,6,0,9,0,19,TX-25,0,2,2,2,2,4,0,6,5,14,5,20,0,9,7,20,7,29,0,19,7,24,7,43,70965,27581,43384,25025,8962,21470,5907,324,267,2311,5157,327408,NA,NA,NA,NA
Michael C. Burgess,Rep,Texas,1950,3,White,Male,1,1,1,1,7900,TX-26,0.1304,0.005,-0.64659506015714,74,TX-26,0,0,0,0,0,0,0,0,TX-26,0,0,1,7,1,7,0,0,2,18,2,18,0,0,6,30,6,30,0,0,8,49,8,49,8238,3425,4813,4030,731,2198,367,57,10,360,252,347813,1,1,1,1
Michael Cloud,Rep,Texas,1975,3,White,Male,1,1,1,1,34001,TX-27,0.1332,0.003,-0.5485320599866182,49,TX-27,0,0,0,3,0,7,1,19,TX-27,0,0,3,8,3,8,0,3,3,21,3,24,0,7,3,28,3,35,1,19,3,36,4,55,33933,13279,20654,8726,1584,20083,1001,79,35,644,1186,267187,0,0.5,0.6666666666666666,0.6666666666666666
Henry Cuellar,Dem,Texas,1955,2,Hispanic,Male,0,1,1,0,240500,TX-28,-0.032,0.002,0.2272968918624517,69,TX-28,1,0,1,0,1,0,1,0,TX-28,1,0,1,6,2,6,1,0,1,17,2,17,1,0,1,23,2,23,1,0,1,25,2,25,48846,20777,28069,6403,2798,36182,762,83,59,1164,486,234999,NA,NA,NA,NA
Sylvia Garcia,Dem,Texas,1950,0,Hispanic,Female,0,0,1,0,54410,TX-29,-0.1844,0.001,-0.4718542403444521,74,TX-29,0,0,0,0,0,0,0,0,TX-29,0,0,5,13,5,13,0,0,8,47,8,47,0,0,15,93,15,93,0,0,25,153,25,153,3189,2133,1056,446,1257,1374,53,11,8,13,0,234421,NA,NA,NA,NA
Jasmine Crockett,Dem,Texas,1981,0,Black,Female,0,0,1,0,500,TX-30,-0.268,0.006,-0.6743972976676516,43,TX-30,3,8,5,21,11,31,13,37,TX-30,3,8,2,1,5,9,5,21,4,11,9,32,11,31,4,19,15,50,13,37,6,26,19,63,85790,36046,49744,14410,17740,38367,5608,259,31,1488,4405,89396,NA,NA,NA,NA
John Carter,Rep,Texas,1941,4,White,Male,1,1,1,1,29650,TX-31,0.1372,0.006,-0.5648790242309744,83,TX-31,1,0,1,0,1,0,1,1,TX-31,1,0,3,4,4,4,1,0,4,10,5,10,1,0,4,13,5,13,1,1,4,25,5,26,18519,7150,11369,6627,3401,5777,626,92,163,892,108,316145,1,0.7142857142857143,0.7142857142857143,0.7142857142857143
Colin Allred,Dem,Texas,1983,2,Black,Male,0,0,1,0,521816,TX-32,-0.1405,0.025,1.284217736120162,41,TX-32,0,1,0,2,0,6,2,13,TX-32,0,1,4,8,4,9,0,2,6,25,6,27,0,6,12,39,12,45,2,13,14,46,16,59,37435,17968,19467,7828,4288,6063,10789,97,25,1223,5666,179973,0.625,0.6111111111111112,0.6190476190476191,0.6190476190476191
Marc Veasey,Dem,Texas,1971,1,Black,Male,0,0,1,0,114078,TX-33,-0.2368,0.003,-0.2476780365907762,53,TX-33,0,0,1,1,1,1,1,1,TX-33,0,0,5,10,5,10,1,6,8,29,9,35,1,7,14,42,15,49,1,7,16,58,17,65,13890,6960,6930,4333,3826,3384,553,134,35,363,802,254728,NA,0,0,0
Vicente Gonzalez,Dem,Texas,1967,0,Hispanic,Male,0,1,1,1,25900,TX-34,-0.086,0.001,-0.5789679959423822,57,TX-34,0,0,0,0,0,0,0,0,TX-34,0,0,1,2,1,2,0,0,1,6,1,6,0,0,1,10,1,10,0,0,2,22,2,22,19090,8522,10568,1640,272,15103,92,25,10,164,575,99514,1,1,1,1
Greg Casar,Dem,Texas,1989,0,Hispanic,Male,0,0,0,0,10550,TX-35,-0.2097,0.005,-0.6366388534810784,35,TX-35,0,4,0,14,0,20,0,22,TX-35,0,4,11,9,11,13,0,14,12,37,12,51,0,20,13,64,13,84,0,22,18,100,18,122,64621,25726,38895,19558,5911,31049,1918,156,61,2009,1980,453528,-0.6666666666666666,-0.6923076923076923,-0.7333333333333333,-0.7333333333333333
Brian Babin,Rep,Texas,1948,5,White,Male,1,1,1,1,32800,TX-36,0.1829,0.003,-0.5530442879933918,76,TX-36,0,0,0,0,0,0,0,9,TX-36,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,10,1,10,0,9,1,14,1,23,48793,20534,28259,9726,4740,28026,2292,104,30,1013,1302,341719,NA,0.5555555555555556,0.5,0.5
Lloyd Doggett,Dem,Texas,1946,2,White,Male,0,0,0,0,53700,TX-37,-0.2429,0.026,-0.4745217523218119,78,TX-37,7,5,8,28,9,51,13,73,TX-37,7,5,2,6,9,11,8,28,2,17,10,45,9,51,2,23,11,74,13,73,2,27,15,100,102846,44435,58411,34016,7014,34560,15151,247,146,3942,6007,180440,NA,-1,-1,-1
Wesley Hunt,Rep,Texas,1981,3,Black,Male,1,1,NA,1,144850,TX-38,0.1238,0.015,-0.1320658132565248,43,TX-38,0,0,0,0,0,0,0,0,TX-38,0,0,5,13,5,13,0,0,8,47,8,47,0,0,15,93,15,93,0,0,25,144,25,144,618,54,564,78,323,138,32,2,2,8,1,238575,NA,NA,NA,NA
Eleanor Holmes Norton,Dem,the District of Columbia,1937,2,Black,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA-NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
Gregorio Sablan,Dem,the Northern Mariana Islands,1955,6,Hispanic,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA-NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
